Unidades de saúde;Data;Quantidade de leitos UTI Adulto COVID;Disponíveis/Vagos UTI Adulto COVID;Ocupados UTI Adulto COVID;Bloqueados UTI Adulto COVID;Ocupação(%) de leitos UTI Adulto COVID;Quantidade de leitos UTI Adulto Não COVID;Disponíveis/Vagos UTI Adulto Não COVID;Ocupados UTI Adulto Não COVID;Bloqueados UTI Adulto Não COVID;Ocupação(%) de leitos UTI Adulto Não COVID
MINEIROS/H.M.DR EVARISTO;05/07/2021;10;3;7;0;70,0;;;;;
MINEIROS/H.M.DR EVARISTO;06/07/2021;10;1;9;0;90,0;;;;;
MINEIROS/H.M.DR EVARISTO;07/07/2021;10;1;9;0;90,0;;;;;
MINEIROS/H.M.DR EVARISTO;08/07/2021;10;1;9;0;90,0;;;;;
MINEIROS/H.M.DR EVARISTO;09/07/2021;10;1;9;0;90,0;;;;;
MINEIROS/H.M.DR EVARISTO;10/07/2021;10;1;9;0;90,0;;;;;
MINEIROS/H.M.DR EVARISTO;11/07/2021;10;1;9;0;90,0;;;;;
MINEIROS/H.M.DR EVARISTO;12/07/2021;10;1;9;0;90,0;;;;;
MINEIROS/H.M.DR EVARISTO;13/07/2021;10;1;9;0;90,0;;;;;
MINEIROS/H.M.DR EVARISTO;14/07/2021;10;0;10;0;100,0;;;;;
MINEIROS/H.M.DR EVARISTO;15/07/2021;10;0;10;0;100,0;;;;;
MINEIROS/H.M.DR EVARISTO;16/07/2021;10;0;10;0;100,0;;;;;
MINEIROS/H.M.DR EVARISTO;17/07/2021;10;0;10;0;100,0;;;;;
MINEIROS/H.M.DR EVARISTO;18/07/2021;10;0;10;0;100,0;;;;;
MINEIROS/H.M.DR EVARISTO;19/07/2021;10;0;10;0;100,0;;;;;
MINEIROS/H.M.DR EVARISTO;20/07/2021;10;0;10;0;100,0;;;;;
MINEIROS/H.M.DR EVARISTO;21/07/2021;10;2;8;0;80,0;;;;;
MINEIROS/H.M.DR EVARISTO;22/07/2021;10;0;10;0;100,0;;;;;
MINEIROS/H.M.DR EVARISTO;23/07/2021;10;0;10;0;100,0;;;;;
MINEIROS/H.M.DR EVARISTO;24/07/2021;10;0;10;0;100,0;;;;;
MINEIROS/H.M.DR EVARISTO;25/07/2021;10;0;10;0;100,0;;;;;
MINEIROS/H.M.DR EVARISTO;26/07/2021;10;0;10;0;100,0;;;;;
MINEIROS/H.M.DR EVARISTO;28/07/2021;10;0;10;0;100,0;;;;;
MINEIROS/H.M.DR EVARISTO;29/07/2021;10;0;10;0;100,0;;;;;
MINEIROS/H.M.DR EVARISTO;30/07/2021;10;0;10;0;100,0;;;;;
MINEIROS/H.M.DR EVARISTO;31/07/2021;10;0;10;0;100,0;;;;;
MINEIROS/H.M.DR EVARISTO;01/08/2021;10;0;10;0;100,0;;;;;
MINEIROS/H.M.DR EVARISTO;02/08/2021;10;0;10;0;100,0;;;;;
MINEIROS/H.M.DR EVARISTO;03/08/2021;10;0;10;0;100,0;;;;;
MINEIROS/H.M.DR EVARISTO;04/08/2021;10;1;9;0;90,0;;;;;
MINEIROS/H.M.DR EVARISTO;05/08/2021;10;1;9;0;90,0;;;;;
MINEIROS/H.M.DR EVARISTO;06/08/2021;10;1;9;0;90,0;;;;;
MINEIROS/H.M.DR EVARISTO;07/08/2021;10;0;10;0;100,0;;;;;
MINEIROS/H.M.DR EVARISTO;08/08/2021;10;0;10;0;100,0;;;;;
MINEIROS/H.M.DR EVARISTO;09/08/2021;10;1;9;0;90,0;;;;;
MINEIROS/H.M.DR EVARISTO;10/08/2021;10;0;10;0;100,0;;;;;
MINEIROS/H.M.DR EVARISTO;11/08/2021;10;0;10;0;100,0;;;;;
MINEIROS/H.M.DR EVARISTO;12/08/2021;10;1;9;0;90,0;;;;;
MINEIROS/H.M.DR EVARISTO;13/08/2021;10;0;10;0;100,0;;;;;
MINEIROS/H.M.DR EVARISTO;14/08/2021;10;0;10;0;100,0;;;;;
MINEIROS/H.M.DR EVARISTO;15/08/2021;10;0;10;0;100,0;;;;;
MINEIROS/H.M.DR EVARISTO;16/08/2021;10;0;10;0;100,0;;;;;
MINEIROS/H.M.DR EVARISTO;17/08/2021;10;0;10;0;100,0;;;;;
MINEIROS/H.M.DR EVARISTO;18/08/2021;10;1;9;0;90,0;;;;;
MINEIROS/H.M.DR EVARISTO;19/08/2021;10;1;9;0;90,0;;;;;
MINEIROS/H.M.DR EVARISTO;20/08/2021;10;1;9;0;90,0;;;;;
MINEIROS/H.M.DR EVARISTO;21/08/2021;10;1;9;0;90,0;;;;;
MINEIROS/H.M.DR EVARISTO;22/08/2021;10;1;9;0;90,0;;;;;
MINEIROS/H.M.DR EVARISTO;23/08/2021;10;1;9;0;90,0;;;;;
MINEIROS/H.M.DR EVARISTO;24/08/2021;10;1;9;0;90,0;;;;;
MINEIROS/H.M.DR EVARISTO;25/08/2021;10;1;9;0;90,0;;;;;
MINEIROS/H.M.DR EVARISTO;26/08/2021;10;1;9;0;90,0;;;;;
MINEIROS/H.M.DR EVARISTO;27/08/2021;10;1;9;0;90,0;;;;;
MINEIROS/H.M.DR EVARISTO;28/08/2021;10;1;9;0;90,0;;;;;
MINEIROS/H.M.DR EVARISTO;29/08/2021;10;1;9;0;90,0;;;;;
MINEIROS/H.M.DR EVARISTO;30/08/2021;10;1;9;0;90,0;;;;;
MINEIROS/H.M.DR EVARISTO;31/08/2021;10;1;9;0;90,0;;;;;
MINEIROS/H.M.DR EVARISTO;01/09/2021;10;1;9;0;90,0;;;;;
MINEIROS/H.M.DR EVARISTO;02/09/2021;10;1;9;0;90,0;;;;;
MINEIROS/H.M.DR EVARISTO;03/09/2021;10;2;8;0;80,0;;;;;
MINEIROS/H.M.DR EVARISTO;04/09/2021;10;1;9;0;90,0;;;;;
MINEIROS/H.M.DR EVARISTO;05/09/2021;10;1;9;0;90,0;;;;;
MINEIROS/H.M.DR EVARISTO;06/09/2021;10;1;9;0;90,0;;;;;
MINEIROS/H.M.DR EVARISTO;07/09/2021;10;1;9;0;90,0;;;;;
MINEIROS/H.M.DR EVARISTO;08/09/2021;10;1;9;0;90,0;;;;;
MINEIROS/H.M.DR EVARISTO;09/09/2021;10;1;9;0;90,0;;;;;
MINEIROS/H.M.DR EVARISTO;10/09/2021;10;0;10;0;100,0;;;;;
MINEIROS/H.M.DR EVARISTO;11/09/2021;10;1;9;0;90,0;;;;;
MINEIROS/H.M.DR EVARISTO;12/09/2021;10;1;9;0;90,0;;;;;
MINEIROS/H.M.DR EVARISTO;13/09/2021;10;1;9;0;90,0;;;;;
MINEIROS/H.M.DR EVARISTO;14/09/2021;10;0;10;0;100,0;;;;;
MINEIROS/H.M.DR EVARISTO;15/09/2021;10;0;10;0;100,0;;;;;
MINEIROS/H.M.DR EVARISTO;16/09/2021;10;0;10;0;100,0;;;;;
MINEIROS/H.M.DR EVARISTO;17/09/2021;10;1;9;0;90,0;;;;;
MINEIROS/H.M.DR EVARISTO;18/09/2021;10;1;9;0;90,0;;;;;
MINEIROS/H.M.DR EVARISTO;19/09/2021;10;1;9;0;90,0;;;;;
MINEIROS/H.M.DR EVARISTO;20/09/2021;10;1;9;0;90,0;;;;;
MINEIROS/H.M.DR EVARISTO;21/09/2021;10;1;9;0;90,0;;;;;
MINEIROS/H.M.DR EVARISTO;22/09/2021;10;0;10;0;100,0;;;;;
MINEIROS/H.M.DR EVARISTO;23/09/2021;10;0;10;0;100,0;;;;;
MINEIROS/H.M.DR EVARISTO;24/09/2021;10;1;9;0;90,0;;;;;
MINEIROS/H.M.DR EVARISTO;25/09/2021;10;0;10;0;100,0;;;;;
MINEIROS/H.M.DR EVARISTO;26/09/2021;10;0;10;0;100,0;;;;;
MINEIROS/H.M.DR EVARISTO;27/09/2021;10;0;10;0;100,0;;;;;
MINEIROS/H.M.DR EVARISTO;28/09/2021;10;0;10;0;100,0;;;;;
MINEIROS/H.M.DR EVARISTO;29/09/2021;10;3;7;0;70,0;;;;;
MINEIROS/H.M.DR EVARISTO;30/09/2021;10;2;8;0;80,0;;;;;
MINEIROS/H.M.DR EVARISTO;01/10/2021;10;2;8;0;80,0;;;;;
MINEIROS/H.M.DR EVARISTO;02/10/2021;10;2;8;0;80,0;;;;;
MINEIROS/H.M.DR EVARISTO;03/10/2021;10;2;8;0;80,0;;;;;
MINEIROS/H.M.DR EVARISTO;04/10/2021;10;2;8;0;80,0;;;;;
MINEIROS/H.M.DR EVARISTO;05/10/2021;10;2;8;0;80,0;;;;;
MINEIROS/H.M.DR EVARISTO;06/10/2021;10;3;7;0;70,0;;;;;
MINEIROS/H.M.DR EVARISTO;07/10/2021;10;3;7;0;70,0;;;;;
MINEIROS/H.M.DR EVARISTO;08/10/2021;10;5;5;0;50,0;;;;;
MINEIROS/H.M.DR EVARISTO;09/10/2021;10;4;6;0;60,0;;;;;
MINEIROS/H.M.DR EVARISTO;10/10/2021;10;4;6;0;60,0;;;;;
MINEIROS/H.M.DR EVARISTO;11/10/2021;10;4;6;0;60,0;;;;;
MINEIROS/H.M.DR EVARISTO;12/10/2021;10;4;6;0;60,0;;;;;
MINEIROS/H.M.DR EVARISTO;13/10/2021;10;4;6;0;60,0;;;;;
MINEIROS/H.M.DR EVARISTO;14/10/2021;10;4;6;0;60,0;;;;;
MINEIROS/H.M.DR EVARISTO;15/10/2021;10;4;6;0;60,0;;;;;
MINEIROS/H.M.DR EVARISTO;16/10/2021;10;4;6;0;60,0;;;;;
MINEIROS/H.M.DR EVARISTO;17/10/2021;10;4;6;0;60,0;;;;;
MINEIROS/H.M.DR EVARISTO;18/10/2021;10;4;6;0;60,0;;;;;
MINEIROS/H.M.DR EVARISTO;19/10/2021;10;4;6;0;60,0;;;;;
MINEIROS/H.M.DR EVARISTO;20/10/2021;10;4;6;0;60,0;;;;;
MINEIROS/H.M.DR EVARISTO;21/10/2021;10;4;6;0;60,0;;;;;
MINEIROS/H.M.DR EVARISTO;22/10/2021;10;5;5;0;50,0;;;;;
MINEIROS/H.M.DR EVARISTO;23/10/2021;10;5;5;0;50,0;;;;;
MINEIROS/H.M.DR EVARISTO;24/10/2021;10;5;5;0;50,0;;;;;
MINEIROS/H.M.DR EVARISTO;25/10/2021;10;5;5;0;50,0;;;;;
MINEIROS/H.M.DR EVARISTO;26/10/2021;10;5;5;0;50,0;;;;;
MINEIROS/H.M.DR EVARISTO;27/10/2021;10;8;2;0;20,0;;;;;
MINEIROS/H.M.DR EVARISTO;28/10/2021;10;8;2;0;20,0;;;;;
MINEIROS/H.M.DR EVARISTO;29/10/2021;10;10;0;0;0,0;;;;;
MINEIROS/H.M.DR EVARISTO;30/10/2021;10;9;1;0;10,0;;;;;
MINEIROS/H.M.DR EVARISTO;31/10/2021;10;9;1;0;10,0;;;;;
MINEIROS/H.M.DR EVARISTO;01/11/2021;10;9;1;0;10,0;;;;;
MINEIROS/H.M.DR EVARISTO;02/11/2021;10;9;1;0;10,0;;;;;
MINEIROS/H.M.DR EVARISTO;03/11/2021;10;9;1;0;10,0;;;;;
MINEIROS/H.M.DR EVARISTO;04/11/2021;10;9;1;0;10,0;;;;;
MINEIROS/H.M.DR EVARISTO;05/11/2021;10;10;0;0;0,0;;;;;
MINEIROS/H.M.DR EVARISTO;06/11/2021;10;10;0;0;0,0;;;;;
MINEIROS/H.M.DR EVARISTO;07/11/2021;10;10;0;0;0,0;;;;;
MINEIROS/H.M.DR EVARISTO;08/11/2021;10;10;0;0;0,0;;;;;
MINEIROS/H.M.DR EVARISTO;09/11/2021;10;10;0;0;0,0;;;;;
MINEIROS/H.M.DR EVARISTO;10/11/2021;10;10;0;0;0,0;;;;;
MINEIROS/H.M.DR EVARISTO;11/11/2021;10;10;0;0;0,0;;;;;
MINEIROS/H.M.DR EVARISTO;12/11/2021;10;10;0;0;0,0;;;;;
MINEIROS/H.M.DR EVARISTO;13/11/2021;10;10;0;0;0,0;;;;;
MINEIROS/H.M.DR EVARISTO;14/11/2021;10;10;0;0;0,0;;;;;
MINEIROS/H.M.DR EVARISTO;15/11/2021;10;10;0;0;0,0;;;;;
MINEIROS/H.M.DR EVARISTO;16/11/2021;10;10;0;0;0,0;;;;;
MINEIROS/H.M.DR EVARISTO;17/11/2021;10;10;0;0;0,0;;;;;
MINEIROS/H.M.DR EVARISTO;18/11/2021;10;10;0;0;0,0;;;;;
MINEIROS/H.M.DR EVARISTO;19/11/2021;10;10;0;0;0,0;;;;;
MINEIROS/H.M.DR EVARISTO;20/11/2021;10;10;0;0;0,0;;;;;
MINEIROS/H.M.DR EVARISTO;21/11/2021;10;10;0;0;0,0;;;;;
MINEIROS/H.M.DR EVARISTO;22/11/2021;10;10;0;0;0,0;;;;;
MINEIROS/H.M.DR EVARISTO;23/11/2021;10;10;0;0;0,0;;;;;
MINEIROS/H.M.DR EVARISTO;24/11/2021;10;10;0;0;0,0;;;;;
MINEIROS/H.M.DR EVARISTO;25/11/2021;10;10;0;0;0,0;;;;;
MINEIROS/H.M.DR EVARISTO;26/11/2021;10;10;0;0;0,0;;;;;
MINEIROS/H.M.DR EVARISTO;27/11/2021;10;10;0;0;0,0;;;;;
MINEIROS/H.M.DR EVARISTO;28/11/2021;10;10;0;0;0,0;;;;;
MINEIROS/H.M.DR EVARISTO;29/11/2021;10;10;0;0;0,0;;;;;
MINEIROS/H.M.DR EVARISTO;18/12/2021;;;;;;10;10;0;0;0,0
MINEIROS/H.M.DR EVARISTO;19/12/2021;;;;;;10;10;0;0;0,0
MINEIROS/H.M.DR EVARISTO;20/12/2021;;;;;;10;10;0;0;0,0
MINEIROS/H.M.DR EVARISTO;21/12/2021;;;;;;10;10;0;0;0,0
MINEIROS/H.M.DR EVARISTO;22/12/2021;;;;;;10;10;0;0;0,0
MINEIROS/H.M.DR EVARISTO;23/12/2021;;;;;;10;10;0;0;0,0
MINEIROS/H.M.DR EVARISTO;24/12/2021;;;;;;10;10;0;0;0,0
MINEIROS/H.M.DR EVARISTO;25/12/2021;;;;;;10;10;0;0;0,0
MINEIROS/H.M.DR EVARISTO;26/12/2021;;;;;;10;10;0;0;0,0
MINEIROS/H.M.DR EVARISTO;27/12/2021;;;;;;10;10;0;0;0,0
MINEIROS/H.M.DR EVARISTO;28/12/2021;;;;;;10;2;8;0;80,0
MINEIROS/H.M.DR EVARISTO;29/12/2021;;;;;;10;2;8;0;80,0
MINEIROS/H.M.DR EVARISTO;30/12/2021;;;;;;10;1;9;0;90,0
MINEIROS/H.M.DR EVARISTO;31/12/2021;;;;;;10;1;9;0;90,0
MINEIROS/H.M.DR EVARISTO;01/01/2022;;;;;;10;1;9;0;90,0
MINEIROS/H.M.DR EVARISTO;02/01/2022;;;;;;10;1;9;0;90,0
MINEIROS/H.M.DR EVARISTO;03/01/2022;;;;;;10;1;9;0;90,0
MINEIROS/H.M.DR EVARISTO;04/01/2022;;;;;;10;2;8;0;80,0
MINEIROS/H.M.DR EVARISTO;05/01/2022;;;;;;10;2;8;0;80,0
MINEIROS/H.M.DR EVARISTO;06/01/2022;;;;;;10;2;8;0;80,0
MINEIROS/H.M.DR EVARISTO;07/01/2022;;;;;;10;2;8;0;80,0
MINEIROS/H.M.DR EVARISTO;08/01/2022;;;;;;10;2;8;0;80,0
MINEIROS/H.M.DR EVARISTO;09/01/2022;;;;;;10;1;9;0;90,0
MINEIROS/H.M.DR EVARISTO;10/01/2022;;;;;;10;1;9;0;90,0
MINEIROS/H.M.DR EVARISTO;11/01/2022;;;;;;10;1;9;0;90,0
MINEIROS/H.M.DR EVARISTO;12/01/2022;;;;;;10;1;9;0;90,0
MINEIROS/H.M.DR EVARISTO;13/01/2022;;;;;;10;1;9;0;90,0
MINEIROS/H.M.DR EVARISTO;14/01/2022;;;;;;10;2;8;0;80,0
MINEIROS/H.M.DR EVARISTO;15/01/2022;;;;;;10;2;8;0;80,0
MINEIROS/H.M.DR EVARISTO;16/01/2022;;;;;;10;3;7;0;70,0
MINEIROS/H.M.DR EVARISTO;17/01/2022;;;;;;10;2;8;0;80,0
MINEIROS/H.M.DR EVARISTO;18/01/2022;;;;;;10;2;8;0;80,0
MINEIROS/H.M.DR EVARISTO;19/01/2022;;;;;;10;2;8;0;80,0
MINEIROS/H.M.DR EVARISTO;20/01/2022;;;;;;10;2;8;0;80,0
MINEIROS/H.M.DR EVARISTO;21/01/2022;;;;;;10;2;8;0;80,0
MINEIROS/H.M.DR EVARISTO;22/01/2022;;;;;;10;2;8;0;80,0
MINEIROS/H.M.DR EVARISTO;23/01/2022;;;;;;10;1;9;0;90,0
MINEIROS/H.M.DR EVARISTO;24/01/2022;;;;;;10;1;9;0;90,0
MINEIROS/H.M.DR EVARISTO;25/01/2022;;;;;;10;1;9;0;90,0
MINEIROS/H.M.DR EVARISTO;26/01/2022;;;;;;10;3;7;0;70,0
MINEIROS/H.M.DR EVARISTO;27/01/2022;;;;;;10;3;7;0;70,0
MINEIROS/H.M.DR EVARISTO;28/01/2022;;;;;;10;3;7;0;70,0
MINEIROS/H.M.DR EVARISTO;29/01/2022;;;;;;10;2;8;0;80,0
MINEIROS/H.M.DR EVARISTO;30/01/2022;;;;;;10;2;8;0;80,0
MINEIROS/H.M.DR EVARISTO;31/01/2022;;;;;;10;2;8;0;80,0
MINEIROS/H.M.DR EVARISTO;01/02/2022;;;;;;10;2;8;0;80,0
MINEIROS/H.M.DR EVARISTO;02/02/2022;;;;;;10;2;8;0;80,0
MINEIROS/H.M.DR EVARISTO;03/02/2022;;;;;;10;2;8;0;80,0
MINEIROS/H.M.DR EVARISTO;04/02/2022;;;;;;10;2;8;0;80,0
MINEIROS/H.M.DR EVARISTO;05/02/2022;;;;;;10;1;9;0;90,0
MINEIROS/H.M.DR EVARISTO;06/02/2022;;;;;;10;1;9;0;90,0
MINEIROS/H.M.DR EVARISTO;07/02/2022;;;;;;10;1;9;0;90,0
MINEIROS/H.M.DR EVARISTO;08/02/2022;;;;;;10;1;9;0;90,0
MINEIROS/H.M.DR EVARISTO;09/02/2022;;;;;;10;1;9;0;90,0
MINEIROS/H.M.DR EVARISTO;10/02/2022;;;;;;10;1;9;0;90,0
MINEIROS/H.M.DR EVARISTO;11/02/2022;;;;;;10;1;9;0;90,0
MINEIROS/H.M.DR EVARISTO;12/02/2022;;;;;;10;1;9;0;90,0
MINEIROS/H.M.DR EVARISTO;13/02/2022;;;;;;10;1;9;0;90,0
MINEIROS/H.M.DR EVARISTO;14/02/2022;;;;;;10;1;9;0;90,0
MINEIROS/H.M.DR EVARISTO;15/02/2022;;;;;;10;1;9;0;90,0
MINEIROS/H.M.DR EVARISTO;16/02/2022;;;;;;10;1;9;0;90,0
MINEIROS/H.M.DR EVARISTO;17/02/2022;;;;;;10;1;9;0;90,0
MINEIROS/H.M.DR EVARISTO;18/02/2022;;;;;;10;1;9;0;90,0
MINEIROS/H.M.DR EVARISTO;19/02/2022;;;;;;10;1;9;0;90,0
MINEIROS/H.M.DR EVARISTO;20/02/2022;;;;;;10;1;9;0;90,0
MINEIROS/H.M.DR EVARISTO;21/02/2022;;;;;;10;2;8;0;80,0
MINEIROS/H.M.DR EVARISTO;22/02/2022;;;;;;10;3;7;0;70,0
MINEIROS/H.M.DR EVARISTO;23/02/2022;;;;;;10;3;7;0;70,0
MINEIROS/H.M.DR EVARISTO;24/02/2022;;;;;;10;3;7;0;70,0
MINEIROS/H.M.DR EVARISTO;25/02/2022;;;;;;10;3;7;0;70,0
MINEIROS/H.M.DR EVARISTO;26/02/2022;;;;;;10;3;7;0;70,0
MINEIROS/H.M.DR EVARISTO;27/02/2022;;;;;;10;3;7;0;70,0
MINEIROS/H.M.DR EVARISTO;28/02/2022;;;;;;10;3;7;0;70,0
MINEIROS/H.M.DR EVARISTO;01/03/2022;;;;;;10;3;7;0;70,0
MINEIROS/H.M.DR EVARISTO;02/03/2022;;;;;;10;2;8;0;80,0
MINEIROS/H.M.DR EVARISTO;03/03/2022;;;;;;10;2;8;0;80,0
MINEIROS/H.M.DR EVARISTO;04/03/2022;;;;;;10;2;8;0;80,0
MINEIROS/H.M.DR EVARISTO;05/03/2022;;;;;;10;2;8;0;80,0
MINEIROS/H.M.DR EVARISTO;06/03/2022;;;;;;10;1;9;0;90,0
MINEIROS/H.M.DR EVARISTO;07/03/2022;;;;;;10;1;9;0;90,0
MINEIROS/H.M.DR EVARISTO;08/03/2022;;;;;;10;1;9;0;90,0
MINEIROS/H.M.DR EVARISTO;09/03/2022;;;;;;10;3;7;0;70,0
MINEIROS/H.M.DR EVARISTO;10/03/2022;;;;;;10;3;7;0;70,0
MINEIROS/H.M.DR EVARISTO;11/03/2022;;;;;;10;5;5;0;50,0
MINEIROS/H.M.DR EVARISTO;12/03/2022;;;;;;10;5;5;0;50,0
MINEIROS/H.M.DR EVARISTO;13/03/2022;;;;;;10;5;5;0;50,0
MINEIROS/H.M.DR EVARISTO;14/03/2022;;;;;;10;5;5;0;50,0
MINEIROS/H.M.DR EVARISTO;15/03/2022;;;;;;10;2;8;0;80,0
MINEIROS/H.M.DR EVARISTO;16/03/2022;;;;;;10;2;8;0;80,0
MINEIROS/H.M.DR EVARISTO;17/03/2022;;;;;;10;2;8;0;80,0
MINEIROS/H.M.DR EVARISTO;18/03/2022;;;;;;10;2;8;0;80,0
MINEIROS/H.M.DR EVARISTO;19/03/2022;;;;;;10;2;8;0;80,0
MINEIROS/H.M.DR EVARISTO;20/03/2022;;;;;;10;2;8;0;80,0
MINEIROS/H.M.DR EVARISTO;21/03/2022;;;;;;10;2;8;0;80,0
MINEIROS/H.M.DR EVARISTO;22/03/2022;;;;;;10;2;8;0;80,0
MINEIROS/H.M.DR EVARISTO;23/03/2022;;;;;;10;2;8;0;80,0
MINEIROS/H.M.DR EVARISTO;24/03/2022;;;;;;10;2;8;0;80,0
MINEIROS/H.M.DR EVARISTO;25/03/2022;;;;;;10;1;9;0;90,0
MINEIROS/H.M.DR EVARISTO;26/03/2022;;;;;;10;2;8;0;80,0
MINEIROS/H.M.DR EVARISTO;27/03/2022;;;;;;10;2;8;0;80,0
MINEIROS/H.M.DR EVARISTO;28/03/2022;;;;;;10;2;8;0;80,0
MINEIROS/H.M.DR EVARISTO;29/03/2022;;;;;;10;2;8;0;80,0
MINEIROS/H.M.DR EVARISTO;30/03/2022;;;;;;10;2;8;0;80,0
MINEIROS/H.M.DR EVARISTO;31/03/2022;;;;;;10;0;10;0;100,0
MINEIROS/H.M.DR EVARISTO;01/04/2022;;;;;;10;2;8;0;80,0
MINEIROS/H.M.DR EVARISTO;02/04/2022;;;;;;10;0;10;0;100,0
MINEIROS/H.M.DR EVARISTO;03/04/2022;;;;;;10;0;10;0;100,0
MINEIROS/H.M.DR EVARISTO;04/04/2022;;;;;;10;2;8;0;80,0
MINEIROS/H.M.DR EVARISTO;05/04/2022;;;;;;10;2;8;0;80,0
MINEIROS/H.M.DR EVARISTO;06/04/2022;;;;;;10;2;8;0;80,0
MINEIROS/H.M.DR EVARISTO;07/04/2022;;;;;;10;2;8;0;80,0
MINEIROS/H.M.DR EVARISTO;08/04/2022;;;;;;10;1;9;0;90,0
MINEIROS/H.M.DR EVARISTO;09/04/2022;;;;;;10;1;9;0;90,0
MINEIROS/H.M.DR EVARISTO;10/04/2022;;;;;;10;1;9;0;90,0
MINEIROS/H.M.DR EVARISTO;11/04/2022;;;;;;10;1;9;0;90,0
MINEIROS/H.M.DR EVARISTO;12/04/2022;;;;;;10;2;8;0;80,0
MINEIROS/H.M.DR EVARISTO;13/04/2022;;;;;;10;3;7;0;70,0
MINEIROS/H.M.DR EVARISTO;14/04/2022;;;;;;10;0;10;0;100,0
MINEIROS/H.M.DR EVARISTO;15/04/2022;;;;;;10;0;10;0;100,0
MINEIROS/H.M.DR EVARISTO;16/04/2022;;;;;;10;2;8;0;80,0
MINEIROS/H.M.DR EVARISTO;17/04/2022;;;;;;10;2;8;0;80,0
MINEIROS/H.M.DR EVARISTO;18/04/2022;;;;;;10;2;8;0;80,0
MINEIROS/H.M.DR EVARISTO;19/04/2022;;;;;;10;2;8;0;80,0
MINEIROS/H.M.DR EVARISTO;20/04/2022;;;;;;10;2;8;0;80,0
MINEIROS/H.M.DR EVARISTO;21/04/2022;;;;;;10;1;9;0;90,0
MINEIROS/H.M.DR EVARISTO;22/04/2022;;;;;;10;1;9;0;90,0
MINEIROS/H.M.DR EVARISTO;23/04/2022;;;;;;10;1;9;0;90,0
MINEIROS/H.M.DR EVARISTO;24/04/2022;;;;;;10;1;9;0;90,0
MINEIROS/H.M.DR EVARISTO;25/04/2022;;;;;;10;1;9;0;90,0
MINEIROS/H.M.DR EVARISTO;26/04/2022;;;;;;10;1;9;0;90,0
MINEIROS/H.M.DR EVARISTO;27/04/2022;;;;;;10;1;9;0;90,0
MINEIROS/H.M.DR EVARISTO;28/04/2022;;;;;;10;2;8;0;80,0
MINEIROS/H.M.DR EVARISTO;29/04/2022;;;;;;10;2;8;0;80,0
MINEIROS/H.M.DR EVARISTO;30/04/2022;;;;;;10;2;8;0;80,0
MINEIROS/H.M.DR EVARISTO;01/05/2022;;;;;;10;2;8;0;80,0
MINEIROS/H.M.DR EVARISTO;02/05/2022;;;;;;10;2;8;0;80,0
MINEIROS/H.M.DR EVARISTO;03/05/2022;;;;;;10;2;8;0;80,0
MINEIROS/H.M.DR EVARISTO;04/05/2022;;;;;;10;2;8;0;80,0
MINEIROS/H.M.DR EVARISTO;05/05/2022;;;;;;10;2;8;0;80,0
MINEIROS/H.M.DR EVARISTO;06/05/2022;;;;;;10;2;8;0;80,0
MINEIROS/H.M.DR EVARISTO;07/05/2022;;;;;;10;2;8;0;80,0
MINEIROS/H.M.DR EVARISTO;08/05/2022;;;;;;10;1;9;0;90,0
MINEIROS/H.M.DR EVARISTO;09/05/2022;;;;;;10;1;9;0;90,0
MINEIROS/H.M.DR EVARISTO;10/05/2022;;;;;;10;0;10;0;100,0
MINEIROS/H.M.DR EVARISTO;11/05/2022;;;;;;10;0;10;0;100,0
MINEIROS/H.M.DR EVARISTO;12/05/2022;;;;;;10;2;8;0;80,0
MINEIROS/H.M.DR EVARISTO;13/05/2022;;;;;;10;2;8;0;80,0
MINEIROS/H.M.DR EVARISTO;14/05/2022;;;;;;10;2;8;0;80,0
MINEIROS/H.M.DR EVARISTO;15/05/2022;;;;;;10;2;8;0;80,0
MINEIROS/H.M.DR EVARISTO;16/05/2022;;;;;;10;0;10;0;100,0
MINEIROS/H.M.DR EVARISTO;17/05/2022;;;;;;10;0;10;0;100,0
MINEIROS/H.M.DR EVARISTO;18/05/2022;;;;;;10;1;9;0;90,0
MINEIROS/H.M.DR EVARISTO;19/05/2022;;;;;;10;2;8;0;80,0
MINEIROS/H.M.DR EVARISTO;20/05/2022;;;;;;10;3;7;0;70,0
MINEIROS/H.M.DR EVARISTO;21/05/2022;;;;;;10;3;7;0;70,0
MINEIROS/H.M.DR EVARISTO;22/05/2022;;;;;;10;3;7;0;70,0
MINEIROS/H.M.DR EVARISTO;23/05/2022;;;;;;10;4;6;0;60,0
MINEIROS/H.M.DR EVARISTO;24/05/2022;;;;;;10;4;6;0;60,0
MINEIROS/H.M.DR EVARISTO;25/05/2022;;;;;;10;1;9;0;90,0
MINEIROS/H.M.DR EVARISTO;26/05/2022;;;;;;10;1;9;0;90,0
MINEIROS/H.M.DR EVARISTO;27/05/2022;;;;;;10;2;8;0;80,0
MINEIROS/H.M.DR EVARISTO;28/05/2022;;;;;;10;2;8;0;80,0
MINEIROS/H.M.DR EVARISTO;29/05/2022;;;;;;10;2;8;0;80,0
MINEIROS/H.M.DR EVARISTO;30/05/2022;;;;;;10;2;8;0;80,0
MINEIROS/H.M.DR EVARISTO;31/05/2022;;;;;;10;2;8;0;80,0
MINEIROS/H.M.DR EVARISTO;01/06/2022;;;;;;10;4;6;0;60,0
